nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000757	Melissa Sue Anderson	1962	\N	actress,producer,soundtrack	tt0088513,tt0463850,tt0082498,tt0071007
nm0000758	Melody Anderson	1955	\N	actress	tt0076984,tt0091055,tt0082242,tt0080745
nm0000759	Paul Thomas Anderson	1970	\N	director,writer,producer	tt0272338,tt5776858,tt0118749,tt0469494
nm0000760	Richard Dean Anderson	1950	\N	actor,producer,soundtrack	tt0929629,tt0374455,tt0118480,tt0088559
nm0000761	Bibi Andersson	1935	\N	actress,soundtrack	tt0060827,tt0837106,tt0050976,tt0050986
nm0000762	Anthony Andrews	1948	\N	actor,producer,soundtrack	tt0083390,tt0084637,tt1504320,tt0088322
nm0000763	Dana Andrews	1909	1992	actor,soundtrack	tt0037008,tt0038116,tt0036868,tt0050766
nm0000764	André the Giant	1946	1993	actor	tt1529215,tt0093779,tt0087718,tt0071054
nm0000765	Pier Angeli	1932	1971	actress,soundtrack	tt0046374,tt0049778,tt0058947,tt0053602
nm0000766	Theodoros Angelopoulos	1935	2012	director,writer,producer	tt0156794,tt0114863,tt0096288,tt0366721
nm0000767	Jean-Hugues Anglade	1955	\N	actor,director,writer	tt0090563,tt0100263,tt0110963,tt0364045
nm0000768	Francesca Annis	1945	\N	actress	tt0092133,tt0077042,tt0087182,tt0085811
nm0000769	Susan Anspach	1942	2018	actress,soundtrack	tt0082770,tt0065724,tt0069097,tt0069808
nm0000770	David Anspaugh	1946	\N	producer,director	tt0091217,tt0081873,tt0083483,tt0108002
nm0000771	Lysette Anthony	1963	\N	actress,producer	tt0112896,tt3157224,tt0085811,tt0099363
nm0000772	Susan Anton	1950	\N	actress,soundtrack,producer	tt0078694,tt0079225,tt0087032,tt0096542
nm0000773	Laura Antonelli	1941	2015	actress	tt0070358,tt0082883,tt0074686,tt0071844
nm0000774	Michelangelo Antonioni	1912	2007	writer,director,editor	tt0073580,tt0047821,tt0060176,tt0053619
nm0000775	Christina Applegate	1971	\N	actress,producer,soundtrack	tt0253867,tt0092400,tt4651520,tt1229340
nm0000776	Michael Apted	1941	\N	director,producer,miscellaneous	tt0157583,tt0143145,tt0384766,tt0454776
nm0000777	Gregg Araki	1959	\N	writer,producer,director	tt1523483,tt0370986,tt0119809,tt2238050
nm0000778	Alfonso Arau	1932	\N	actor,director,writer	tt0069836,tt0092086,tt0103994,tt0088011
nm0000779	Roscoe 'Fatty' Arbuckle	1887	1933	actor,director,writer	tt0009123,tt0007761,tt0006668,tt0008975
nm0000780	Denys Arcand	1941	\N	writer,director,actor	tt0192949,tt0097635,tt0090985,tt0338135
nm0000781	Eve Arden	1908	1990	actress,soundtrack	tt0044287,tt0037913,tt0052561,tt0077631
nm0000782	Asia Argento	1975	\N	actress,director,writer	tt0418819,tt0422720,tt0295701,tt0368774
nm0000783	Dario Argento	1940	\N	writer,director,producer	tt0073582,tt0093677,tt0065143,tt0087909
nm0000784	Pedro Armendáriz	1912	1963	actor,producer	tt0040369,tt0037981,tt0057076,tt0040064
nm0000785	Alison Armitage	1965	\N	actress	tt0155425,tt0116695,tt0105930,tt0180339
nm0000786	George Armitage	\N	\N	producer,writer,director	tt0315824,tt0100143,tt0057779,tt0119229
nm0000787	Bess Armstrong	1953	\N	actress	tt0082405,tt0085750,tt0085678,tt0091653
nm0000788	Gillian Armstrong	1950	\N	director,producer,writer	tt0079596,tt0087751,tt0117206,tt0110367
nm0000789	Desi Arnaz	1917	1986	producer,actor,production_manager	tt0043208,tt0047191,tt1243974,tt0041475
nm0000790	James Arness	1923	2011	actor,producer,miscellaneous	tt0077027,tt0044121,tt0047736,tt0047573
nm0000791	Jack Arnold	1916	1992	director,producer,writer	tt0043138,tt0045920,tt0050539,tt2402723
nm0000792	Tom Arnold	1959	\N	actor,producer,writer	tt0117768,tt0119640,tt0111503,tt0101917
nm0000793	Alexis Arquette	1969	2016	actress,art_department,producer	tt0160862,tt0105046,tt0144120,tt0110912
nm0000794	Lewis Arquette	1935	2001	actor,writer,producer	tt0095253,tt0185431,tt0098439,tt0094625
nm0000795	Jean Arthur	1900	1991	actress,soundtrack	tt0040367,tt0046303,tt0031679,tt0036172
nm0000796	Dana Ashbrook	1967	\N	actor,writer	tt5334704,tt0105665,tt0098936,tt0095990
nm0000797	Hal Ashby	1929	1988	director,editorial_department,editor	tt0077362,tt0067185,tt0061811,tt0078841
nm0000798	Linden Ashby	1960	\N	actor,director	tt0432021,tt0111756,tt0113855,tt1567432
nm0000799	Edward Asner	1929	\N	actor,soundtrack,producer	tt0319343,tt1049413,tt0065314,tt0102138
nm0000800	Armand Assante	1949	\N	actor,producer,soundtrack	tt0116441,tt0765429,tt0113492
nm0000801	Olivier Assayas	1955	\N	writer,director,assistant_director	tt2452254,tt0284034,tt4714782,tt1846472
nm0000802	Mary Astor	1906	1987	actress,soundtrack	tt0033677,tt0037059,tt0034428,tt0033870
nm0000803	Christopher Atkins	1961	\N	actor,writer,producer	tt0086011,tt0084504,tt4893122,tt0080453
nm0000804	Stéphane Audran	1932	2018	actress,soundtrack	tt0062728,tt0064106,tt0092603,tt0068361
nm0000805	Claudine Auger	1941	\N	actress	tt0059800,tt1369743,tt0080718,tt0061647
nm0000806	Bille August	1948	\N	director,writer,cinematographer	tt0257215,tt0119683,tt0107151,tt0093713
nm0000807	Jane Austen	1775	1817	writer	tt0116191,tt0114388,tt0416508,tt1374989
nm0000808	Paul Auster	1947	\N	writer,director,actor	tt0479074,tt0114478,tt0125879,tt0112541
nm0000809	Daniel Auteuil	1950	\N	actor,director,writer	tt0387898,tt0243493,tt0144201,tt0091288
nm0000810	Gene Autry	1907	1998	soundtrack,actor,producer	tt0026867,tt0027361,tt0034106,tt0042110
nm0000811	Frankie Avalon	1939	\N	soundtrack,actor,producer	tt0053580,tt0077631,tt0059124,tt0092608
nm0000812	Roger Avary	1965	\N	producer,writer,director	tt0110912,tt0110265,tt0442933,tt0292644
nm0000813	Tex Avery	1908	1980	director,animation_department,actor	tt0033260,tt4864040,tt4864078,tt4864066
nm0000814	John G. Avildsen	1935	2017	director,editor,producer	tt0097647,tt0100507,tt0075148,tt0087538
nm0000815	Mili Avital	1972	\N	actress,director,editor	tt0111282,tt0112817,tt0119678,tt0181199
nm0000816	Jon Avnet	1949	\N	producer,director,writer	tt0101921,tt1034331,tt0346156,tt0119994
nm0000817	Lew Ayres	1908	1996	actor,soundtrack,director	tt0040495,tt0069768,tt0020629,tt0030241
nm0000818	Shabana Azmi	1950	\N	actress,music_department	tt0119720,tt0083578,tt5286444,tt0116308
nm0000819	Barbara Bach	1947	\N	actress	tt0064750,tt0076752,tt0080058,tt0082146
nm0000820	Burt Bacharach	1928	\N	soundtrack,music_department,composer	tt0119738,tt0064115,tt0082031,tt0145660
nm0000821	Amitabh Bachchan	1942	\N	actor,producer,writer	tt0248126,tt0077451,tt0375611,tt0337578
nm0000822	Jim Backus	1913	1989	actor,writer,soundtrack	tt0057681,tt0057751,tt0057193,tt0048545
nm0000823	Angelo Badalamenti	1937	\N	music_department,composer,soundtrack	tt0303816,tt0166924,tt0105665,tt0344510
nm0000824	John Badham	1939	\N	director,producer,actor	tt0086567,tt0076666,tt0113972,tt0091949
nm0000825	Mary Badham	1952	\N	actress	tt0056592,tt0060626,tt0061089,tt0052520
nm0000826	Jane Badler	1953	\N	actress,producer	tt4054004,tt0086822,tt0094511,tt0085106
nm0000827	Maxine Bahns	1971	\N	actress	tt0759482,tt0232957,tt1551632,tt0811124
nm0000828	Barbara Bain	1931	\N	actress,soundtrack	tt0270197,tt0072564,tt0060009,tt3665394
nm0000829	Stuart Baird	1947	\N	editor,editorial_department,director	tt0381061,tt0253754,tt1074638,tt0078346
nm0000830	Oksana Baiul	1977	\N	actress	tt0118186,tt0115101,tt0243458,tt0244110
nm0000832	Diane Baker	1938	\N	actress,producer,production_manager	tt0102926,tt0058329,tt0113957,tt0057426
nm0000833	Joe Don Baker	1936	\N	actor,production_manager,miscellaneous	tt0120347,tt0089155,tt0113189,tt0116996
nm0000834	Kathy Baker	1950	\N	actress,producer	tt0159365,tt0099487,tt1315216,tt0103512
nm0000835	Ralph Bakshi	1938	\N	animation_department,director,writer	tt0068612,tt0076929,tt0077869,tt0259711
nm0000836	Scott Bakula	1954	\N	actor,producer,soundtrack	tt0120742,tt0096684,tt0244365,tt0169547
nm0000837	Bob Balaban	1945	\N	actor,director,producer	tt0086837,tt0280707,tt0379725,tt0075860
nm0000838	Daniel Baldwin	1960	\N	actor,producer,director	tt1830617,tt0758751,tt0368479,tt1600194
nm0000839	Ina Balin	1937	1990	actress,writer,producer	tt0053841,tt0054757,tt0059245,tt0058456
nm0000840	Lucille Ball	1911	1989	actress,production_manager,soundtrack	tt0062570,tt0063829,tt0043208,tt0055686
nm0000841	Michael Ballhaus	1935	2017	cinematographer,director,camera_department	tt0103874,tt0407887,tt0099685,tt0106226
nm0000842	Martin Balsam	1919	1996	actor	tt0050083,tt0059798,tt0074119,tt0054215
nm0000843	Anne Bancroft	1931	2005	actress,soundtrack,director	tt0076843,tt0061722,tt0119223,tt0056241
nm0000844	Tamasaburô Bandô	1950	\N	actor,director,writer	tt0184507,tt0079041,tt0096240,tt0103316
nm0000845	Tallulah Bankhead	1902	1968	actress	tt0037017,tt0036384,tt0038040,tt0059106
nm0000846	Ian Bannen	1928	1999	actor	tt0059183,tt0070468,tt0166396,tt0112573
nm0000847	Theda Bara	1885	1955	actress,writer	tt0017098,tt0016469,tt0009573,tt0007801
nm0000848	Olivia Barash	1965	\N	actress,soundtrack,producer	tt0083412,tt0090213,tt0087995,tt0101761
nm0000849	Javier Bardem	1969	\N	actor,producer,soundtrack	tt1074638,tt0477348,tt0369702,tt0497465
nm0000850	Clive Barker	1952	\N	writer,producer,actor	tt0805570,tt0093177,tt0100260,tt0103919
nm0000851	Lex Barker	1919	1973	actor	tt0036493,tt0043025,tt0058751,tt0059915
nm0000852	Jean-Marc Barr	1960	\N	actor,producer,director	tt1462411,tt1692227,tt0178721,tt0095250
nm0000853	Bruno Barreto	1955	\N	director,producer,writer	tt0086871,tt0077452,tt2217458,tt0119815
nm0000854	Majel Barrett	1932	2008	actress,producer,writer	tt0253754,tt0070909,tt0111280,tt0117731
nm0000855	Raymond J. Barry	1939	\N	actor	tt0114576,tt0106856,tt0841046,tt0305711
nm0000856	Ethel Barrymore	1879	1959	actress	tt0037135,tt0041746,tt0038975,tt0040705
nm0000857	John Drew Barrymore	1932	2004	actor,director	tt0059069,tt0055855,tt0055866,tt0134061
nm0000858	John Barrymore	1882	1942	actor,soundtrack,writer	tt0011130,tt0022454,tt0025919,tt0023948
nm0000859	Lionel Barrymore	1878	1954	actor,director,soundtrack	tt0040506,tt0021885,tt0038650,tt0030993
nm0000860	Paul Bartel	1938	2000	actor,director,writer	tt0098261,tt0114814,tt0083869,tt0116225
nm0000861	Freddie Bartholomew	1924	1992	actor,soundtrack,producer	tt0028691,tt0027893,tt0026071,tt0026266
nm0000862	Robin Bartlett	1951	\N	actress,miscellaneous	tt2042568,tt0120632,tt1130884,tt0097722
nm0000863	Billy Barty	1924	2000	actor,soundtrack,director	tt0093507,tt0096446,tt0089469,tt0083254
nm0000864	Mikhail Baryshnikov	1948	\N	actor,producer,miscellaneous	tt0136439,tt0076843,tt0101606,tt0090319
nm0000865	Richard Basehart	1914	1984	actor,director	tt0043459,tt0047528,tt0049513,tt0043560
nm0000866	Saul Bass	1920	1996	miscellaneous,art_department,director	tt0052357,tt0053125,tt0058558,tt0054215
nm0000867	Jason Bateman	1969	\N	actor,producer,director	tt0367279,tt2170299,tt2948356,tt2024432
nm0000868	Justine Bateman	1966	\N	actress,producer,writer	tt0904208,tt6662050,tt0083413,tt0096037
nm0000869	Alan Bates	1934	2003	actor,soundtrack,producer	tt0164184,tt0265349,tt0280707,tt0066579
nm0000870	Kathy Bates	1948	\N	actress,director,soundtrack	tt0100157,tt0101921,tt0120338,tt0109642
nm0000871	Randall Batinkoff	1968	\N	actor,producer,director	tt0119874,tt0119822,tt0103893,tt2357144
nm0000872	Patrick Bauchau	1938	\N	actor,writer,producer	tt0090264,tt0115320,tt0319969,tt0258000
nm0000873	Belinda Bauer	1950	\N	actress	tt0085549,tt0090066,tt0100502,tt0080139
nm0000874	Steven Bauer	1956	\N	actor,producer,soundtrack	tt0086250,tt0181865,tt0117381,tt1465514
nm0000875	L. Frank Baum	1856	1919	writer,producer,miscellaneous	tt0032138,tt0004207,tt0000679,tt1623205
nm0000876	Noah Baumbach	1969	\N	writer,director,producer	tt1234654,tt0367089,tt0432283,tt2347569
nm0000877	Lamberto Bava	1944	\N	director,assistant_director,producer	tt0091553,tt0101493,tt0088100,tt0089013
nm0000878	Mario Bava	1914	1980	cinematographer,director,special_effects	tt0057443,tt0075651,tt0067656,tt0055022
nm0000879	Anne Baxter	1923	1985	actress,soundtrack,producer	tt0035015,tt0038873,tt0042192,tt0049833
nm0000880	Meredith Baxter	1947	\N	actress,producer,miscellaneous	tt0074119,tt0105833,tt0073992,tt0083413
nm0000881	Michael Bay	1965	\N	producer,director,actor	tt0117500,tt1055369,tt2109248,tt0120591
nm0000882	Nathalie Baye	1948	\N	actress,soundtrack	tt0204709,tt0264464,tt0174330,tt1650048
nm0000883	Stephanie Beacham	1947	\N	actress,soundtrack	tt0096698,tt0452643,tt0081856,tt0068505
nm0000884	Jennifer Beals	1963	\N	actress,producer,soundtrack	tt1037705,tt0085549,tt0088851,tt0113101
nm0000885	Ned Beatty	1937	\N	actor,soundtrack	tt0074958,tt0078346,tt0822854,tt0068473
nm0000886	Warren Beatty	1937	\N	actor,soundtrack,producer	tt0061418,tt0077663,tt0118798,tt0082979
nm0000887	Harold Becker	1928	\N	director,producer	tt0115907,tt0107497,tt0098273,tt0120749
nm0000888	Meret Becker	1969	\N	actress,composer,soundtrack	tt0111183,tt0111613,tt0128133,tt0408306
nm0000889	Bonnie Bedelia	1948	\N	actress,soundtrack	tt0085656,tt0100404,tt0095016,tt0099423
nm0000890	Noah Beery Jr.	1913	1994	actor,soundtrack	tt0071042,tt0031742,tt0031762,tt0042897
nm0000891	Wallace Beery	1885	1949	actor,director,soundtrack	tt0023948,tt0040271,tt0025948,tt0021730
nm0000892	Jason Beghe	1960	\N	actor,producer	tt0479968,tt0119173,tt0103074,tt1458175
nm0000893	Ed Begley Jr.	1949	\N	actor,producer,director	tt0910936,tt1178663,tt1289401,tt0310281
nm0000894	Jean-Jacques Beineix	1946	\N	producer,assistant_director,director	tt0104473,tt0098226,tt0082269,tt0090563
nm0000895	Barbara Bel Geddes	1922	2005	actress,soundtrack	tt0077000,tt0052357,tt0040221,tt0040458
nm0000896	Harry Belafonte	1927	\N	soundtrack,actor,producer	tt0116745,tt0308055,tt0053454,tt0053133
nm0000897	Ralph Bellamy	1904	1991	actor,soundtrack	tt0086465,tt0100405,tt0028597,tt0032599
nm0000898	Kathleen Beller	1956	\N	actress	tt0077952,tt0081856,tt0084749,tt0071562
nm0000899	Monica Bellucci	1964	\N	actress,soundtrack	tt0242653,tt0234215,tt0213847,tt0237534
nm0000900	Pamela Bellwood	1951	\N	actress	tt0081485,tt0080836,tt0075648,tt0081856
nm0000901	Jean-Paul Belmondo	1933	\N	actor,producer,soundtrack	tt0059592,tt0095386,tt0053472,tt0055572
nm0000902	Jim Belushi	1954	\N	actor,music_department,producer	tt0095963,tt0117468,tt0091419,tt0072562
nm0000903	Brian Benben	1956	\N	actor,producer	tt0167547,tt0110939,tt0098780,tt0099817
nm0000904	William Bendix	1906	1964	actor,soundtrack,writer	tt0035530,tt0037017,tt0038369,tt0034798
nm0000905	Roberto Benigni	1952	\N	actor,writer,director	tt0255477,tt0419198,tt0090967,tt0118799
nm0000906	Annette Bening	1958	\N	actress,soundtrack,executive	tt0169547,tt0842926,tt4385888,tt0112346
nm0000907	Richard Benjamin	1938	\N	actor,director,producer	tt0118954,tt0070291,tt0070909,tt0064381
nm0000908	David Bennent	1966	\N	actor	tt0078875,tt0089469,tt1016033,tt2054790
nm0000909	Constance Bennett	1904	1965	actress,soundtrack,producer	tt0029682,tt0039941,tt0023686,tt0023786
nm0000910	Joan Bennett	1910	1990	actress,soundtrack	tt0037469,tt0038057,tt0076786,tt0059978
nm0000911	Nigel Bennett	1949	\N	actor,director,soundtrack	tt0284978,tt5580390,tt0178149,tt0103417
nm0000912	Jack Benny	1894	1974	actor,soundtrack,producer	tt0042116,tt0034780,tt0037790,tt0035446
nm0000913	Robby Benson	1956	\N	actor,director,soundtrack	tt0101414,tt0040053,tt0108778,tt0076500
nm0000914	Robert Benton	1932	\N	writer,director,producer	tt0087921,tt0061418,tt0078346,tt0079417
nm0000915	Bruce Beresford	1940	\N	director,producer,writer	tt1071812,tt0101465,tt0097239,tt0080310
nm0000916	Peter Berg	1964	\N	producer,actor,writer	tt0108724,tt1091191,tt0369339,tt0124198
nm0000917	Polly Bergen	1930	2014	actress,soundtrack,miscellaneous	tt0099329,tt0085112,tt0057329,tt0048893
nm0000918	Helmut Berger	1944	\N	actor,soundtrack	tt0064118,tt0068883,tt2707848,tt0099674
nm0000919	Senta Berger	1941	\N	actress,producer,soundtrack	tt0896680,tt0061568,tt0062657,tt0090465
nm0000920	Patrick Bergin	1951	\N	actor,soundtrack,producer	tt0102945,tt0102797,tt0102340,tt0105112
nm0000921	Andrew Bergman	1945	\N	writer,director,producer	tt0099615,tt0104438,tt0071230,tt0117765
nm0000922	Sandahl Bergman	1951	\N	actress,soundtrack	tt0090009,tt0089893,tt0082198,tt0093171
nm0000923	Busby Berkeley	1895	1976	miscellaneous,director,music_department	tt0026421,tt0025028,tt0034415,tt0027686
nm0000924	Elizabeth Berkley	1972	\N	actress,soundtrack	tt0114436,tt1231277,tt0256524,tt0116313
nm0000925	Steven Berkoff	1937	\N	actor,writer,director	tt0086034,tt1243957,tt0066921,tt1568346
nm0000926	Milton Berle	1908	2002	actor,producer,soundtrack	tt0079588,tt0059410,tt0040041,tt0057193
nm0000927	Irving Berlin	1888	1989	soundtrack,music_department,writer	tt0038370,tt0036430,tt0034862,tt1655420
nm0000928	Sandra Bernhard	1955	\N	actress,soundtrack,writer	tt0085794,tt0138967,tt0081506,tt0102070
nm0000929	Corbin Bernsen	1954	\N	actor,producer,writer	tt0097815,tt0993841,tt0491738,tt0373469
nm0000930	Elmer Bernstein	1922	2004	music_department,composer,soundtrack	tt0297884,tt0120891,tt0049833,tt0054047
nm0000931	Elizabeth Berridge	1962	\N	actress	tt0317648,tt0106039,tt0086879,tt0082427
nm0000932	Halle Berry	1966	\N	actress,producer,executive	tt0348836,tt0327554,tt0285742,tt0246460
nm0000933	Valerie Bertinelli	1960	\N	actress,producer,soundtrack	tt0072554,tt0078924,tt0093658,tt0095816
nm0000934	Bernardo Bertolucci	1941	\N	writer,director,producer	tt0070849,tt0093389,tt1801061,tt0065571
nm0000935	Bibi Besch	1942	1996	actress	tt0084726,tt0104118,tt0098384,tt0100814
nm0000936	Martine Beswick	1941	\N	actress,soundtrack	tt0061429,tt0068502,tt0057076,tt0059800
nm0000937	Richard Beymer	1938	\N	actor,cinematographer,director	tt0226836,tt0056197,tt0098936,tt0055614
nm0000938	Daniela Bianchi	1942	\N	actress	tt0060704,tt0062855,tt0062078,tt0057076
nm0000939	Adrian Biddle	1952	2005	cinematographer,camera_department	tt0253556,tt0090605,tt0434409,tt0103074
nm0000940	Bigas Luna	1946	2013	writer,director,producer	tt0111403,tt0104545,tt0078934,tt0090644
nm0000941	Kathryn Bigelow	1951	\N	director,producer,writer	tt0093605,tt0114558,tt0887912,tt1790885
nm0000942	Theodore Bikel	1924	2015	actor,soundtrack,director	tt0043265,tt0051525,tt0058385,tt0050356
nm0000943	Traci Bingham	1968	\N	actress	tt0211148,tt0096542,tt3572718,tt0373163
nm0000944	Antonia Bird	1951	2013	director,producer	tt0110889,tt0119092,tt0129332,tt0263181
nm0000945	Jane Birkin	1946	\N	actress,soundtrack,director	tt0901473,tt0060176,tt0083908,tt0101428
nm0000946	Whit Bissell	1909	1996	actor,soundtrack	tt0054387,tt0058576,tt0054047,tt0070723
nm0000947	Karen Black	1939	2013	actress,soundtrack,writer	tt0074258,tt0065724,tt0071577,tt0251736
nm0000948	Shane Black	1961	\N	writer,actor,director	tt1300854,tt0373469,tt3799694,tt0093773
nm0000949	Cate Blanchett	1969	\N	actress,producer,director	tt2334873,tt0127536,tt2402927,tt0338751
nm0000950	Brenda Blethyn	1946	\N	actress,soundtrack,writer	tt0195234,tt0147004,tt0117589,tt0414387
nm0000951	Joan Blondell	1906	1979	actress,soundtrack	tt0050307,tt0077631,tt0079672,tt0024028
nm0000952	Hart Bochner	1956	\N	actor,director,writer	tt0088206,tt0095016,tt0078902,tt0106364
nm0000953	Peter Bogdanovich	1939	\N	actor,director,writer	tt0079843,tt0063671,tt0067328,tt0070510
nm0000954	Jon Bon Jovi	1962	\N	soundtrack,actor,composer	tt0100994,tt1389096,tt0141926,tt0120591
nm0000955	Ward Bond	1903	1960	actor,soundtrack	tt0045061,tt0033870,tt0038650,tt0053221
nm0000956	Lisa Bonet	1967	\N	actress,director,soundtrack	tt0120660,tt0092563,tt0086687,tt0146882
nm0000957	Jan de Bont	1943	\N	cinematographer,producer,camera_department	tt0181689,tt0171363,tt0111257,tt0117998
nm0000958	John Boorman	1933	\N	producer,director,writer	tt0120706,tt0093209,tt0082348,tt0236784
nm0000959	Powers Boothe	1948	2017	actor,soundtrack	tt0108358,tt0848228,tt0401792,tt0114576
nm0000960	Barry Bostwick	1945	\N	actor,soundtrack,producer	tt0117723,tt0073629,tt1811315,tt0084316
nm0000961	Timothy Bottoms	1951	\N	actor,producer	tt0067328,tt0067277,tt0363589,tt0070509
nm0000962	Carole Bouquet	1957	\N	actress,director	tt0281364,tt0098520,tt0082398,tt0398664
nm0000963	Stephen Boyd	1931	1977	actor,soundtrack	tt0060397,tt0058085,tt0052618,tt0060801
nm0000964	Charles Boyer	1899	1978	actor,producer,soundtrack	tt0029855,tt0038419,tt0036855,tt0028739
nm0000965	Danny Boyle	1956	\N	director,producer,writer	tt0111149,tt1542344,tt1010048,tt0289043
nm0000966	Lorraine Bracco	1954	\N	actress,producer,director	tt0104839,tt0112461,tt0099685,tt0141842
nm0000967	Eric Braeden	1941	\N	actor,producer	tt0067065,tt0064177,tt0120338,tt0069658
nm0000968	Sônia Braga	1950	\N	actress,producer,soundtrack	tt0077452
nm0000969	Lillo Brancato	1976	\N	actor,producer	tt0120660,tt0110971,tt0106489,tt0112740
